ID;ТУ;ДАТА;ПРОЕКТ;ЗАДАЧА;СОДЕРЖАНИЕ;РЕЗУЛЬТАТ;МЕСТО;ОЧТЕТ;ИНФО
964;АЭР;29.01.18;СШГЭС;Конкурс; -;неокончено;офис АЭР;;
965;ЭА;29.01.18; -; -; -;ок;офис АЭР;;
966;АЭР;30.01.18;Глобус ТО;Техсопровождение; -;неокончено;офис АЭР;;
967;АЭР;30.01.18;СК Энергосбыт;Сдача работ;Документы;неокончено;офис АЭР;;
968;АЭР;30.01.18;ЗГАЭС метрология;ТКП; -;ок;офис АЭР;;
969;АЭР;30.01.18;СШГЭС;Конкурс; -;неокончено;офис АЭР;;
970;ЭА;30.01.18; -;Бухгалтерска отчетность;Сертификат Контур;ок;командировка;;
971;ПЭ;30.01.18;ЭАК ОЭК;Арбитраж;подготовка;неокончено;командировка;;
972;АЭР;30.01.18;Глобус ТО;Техсопровождение; -;ок;офис АЭР;;
973;АЭР;31.01.18;Глобус ТО;Договор; -;ок;офис АЭР;;
974;АЭР;31.01.18;СШГЭС;Конкурс; -;ок;офис АЭР;;
975;АЭР;31.01.18;НМОУ;Бюджет;;ок;офис АЭР;;
976;АЭР;02.02.18;Т Плюс Самарский;Персонал;договоры;ок;офис АЭР;;
977;АЭР;02.02.18; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
978;АЭР;02.02.18;СК Энергосбыт;Комплектация; -;неокончено;офис АЭР;;
979;АЭР;02.02.18; -; -;почта;неокончено;командировка;;
980;ПЭ;02.02.18;ЭАК ОЭК;Арбитраж;подготовка;неокончено;офис АЭР;;
981;ЭА;04.02.18;ЗГАЭС-2;ПИР;П 2-3 оч;ок;офис АЭР;;
982;АЭР;05.02.18; -; -; -;ок;офис АЭР;;
983;АЭР;05.02.18;Т Плюс Самарский;Персонал;договоры;ок;офис АЭР;;
984;АЭР;05.02.18;СК Энергосбыт;Техсопровождение;расчетный период;ок;офис АЭР;;
985;АЭР;05.02.18;Ростелеком;Техсопровождение;расчетный период;ок;офис АЭР;;
986;АЭР;05.02.18;НМОУ;ПИР;Переговоры с подрядчиком;неокончено;офис АЭР;;
987;АЭР;05.02.18;КНПЗ;Постановка задачи; -;неокончено;офис АЭР;;
988;АЭР;05.02.18;СК Энергосбыт;Комплектация;Шкаф связи ИВК;неокончено;командировка;;
989;АЭР;05.02.18;СК Энергосбыт;Сборка;Шкаф связи ИВК;неокончено;офис АЭР;;
990;АЭР;06.02.18;СК Энергосбыт;Сборка;Шкаф связи ИВК;неокончено;офис АЭР;;
991;АЭР;06.02.18; -;Техническое развитие;изучение техники RS-232/422/485;ок;офис АЭР;;
992;АЭР;06.02.18; -;Склад;Техническая ревизия оборудования на складе и стенде;ок;офис АЭР;;
993;АЭР;06.02.18;НМОУ;ПИР;техконтроль;неокончено;офис АЭР;;
994;ЭА;07.02.18;ЗГАЭС-2;ППО;отчет ППО;ок;офис АЭР;;
995;АЭР;07.02.18; -;Техническое развитие;комплектующие;ок;офис АЭР;;
996;АЭР;07.02.18;НМОУ;ПИР;КД;неокончено;офис АЭР;;
997;АЭР;07.02.18;СК Энергосбыт;Комплектация;Шкаф связи ИВК;неокончено;офис АЭР;;
998;АЭР;08.02.18;СШГЭС;Конкурс;Разъяснение заявки;ок;офис АЭР;;
999;АЭР;08.02.18;КНПЗ;ПИР;Ревизия ТРП;неокончено;офис АЭР;;
1000;ПЭ;08.02.18;ЭАК ОЭК;Арбитраж;подготовка;неокончено;офис АЭР;;
1001;АЭР;08.02.18; -;Техническое развитие;комплектующие;ок;офис АЭР;;
1002;КВБ;08.02.18; -;Ревизия дел; -;ок;офис АЭР;;
1003;АЭР;09.02.18;Т Плюс Самарский; -; -;ок;офис АЭР;;
1004;АЭР;09.02.18;СК Энергосбыт;Комплектация;Шкаф связи ИВК;неокончено;офис АЭР;;
1005;АЭР;09.02.18;СК Энергосбыт;Комплектация;Шкаф связи ИВК;неокончено;командировка;;GoPro
1006;АЭР;09.02.18;КНПЗ;ПИР;Ревизия ТРП;неокончено;офис АЭР;;
1007;АЭР;09.02.18;АНХК;ПИР;Ревизия ППО, ТЗ;неокончено;офис АЭР;;
1008;АЭР;09.02.18; -; -;почта;ок;командировка;;
1009;АЭР;12.02.18; -; -; -;ок;офис АЭР;;
1010;АЭР;12.02.18;АНХК;ПИР;Ревизия ППО, ТЗ;неокончено;офис АЭР;;
1011;ПЭ;12.02.18;ЭАК ОЭК;Арбитраж;подготовка;неокончено;офис АЭР;;
1012;АЭР;12.02.18;НМОУ;ПИР;ЭС2;неокончено;офис АЭР;;
1013;АЭР;12.02.18;СК Энергосбыт;ПНР;Шкаф связи ИВК;неокончено;офис АЭР;;
1014;АЭР;13.02.18;СК Энергосбыт;ПИР;ТЗ: техконтроль;ок;офис АЭР;;
1015;АЭР;13.02.18;СК Энергосбыт;Испытания;подготовка;неокончено;офис АЭР;;
1016;АЭР;13.02.18;АНХК;ПИР;Ревизия ППО, ТЗ;неокончено;офис АЭР;;
1017;АЭР;13.02.18; -;СРО;НОСТРОЙ;неокончено;офис АЭР;;
1018;АЭР;14.02.18;СК Энергосбыт;ПИР;сдача работ;неокончено;командировка;;
1019;АЭР;14.02.18;УТСК ТО;ТКП; -;ок;офис АЭР;;
1020;АЭР;14.02.18;Ростелеком;Техсопровождение; -;неокончено;офис АЭР;;
1021;АЭР;14.02.18;НМОУ;ПИР;ЭС2;неокончено;офис АЭР;;
1022;АЭР;14.02.18; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
1023;АЭР;14.02.18;Т Плюс Самарский;Комплектация;Документы;ок;офис АЭР;;
1024;АЭР;15.02.18;НМОУ;ПИР;ЭС2;неокончено;офис АЭР;;
1025;АЭР;15.02.18;Ростелеком;Техсопровождение; -;неокончено;офис АЭР;;
1026;АЭР;15.02.18; -;СРО;специалист в НОСТРОЙ;неокончено;офис АЭР;;
1027;АЭР;15.02.18; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
1028;АЭР;15.02.18;Т Плюс Самарский;Подрядчики;Расчеты;неокончено;офис АЭР;;
1029;АЭР;15.02.18; -;Техническое развитие; -;ок;офис АЭР;;
1030;АЭР;16.02.18;СК Энергосбыт;Испытания;подготовка;ок;офис АЭР;;
1031;АЭР;16.02.18;КНПЗ;ПИР;Ревизия ТРП;ок;офис АЭР;;
1032;АЭР;16.02.18;СК Энергосбыт;Комплектация;Шкаф связи ИВК;неокончено;командировка;;
1033;АЭР;18.02.18;СК Энергосбыт;Испытания;подготовка;ок;офис АЭР;;
1034;АЭР;19.02.18;СК Энергосбыт;Испытания; -;неокончено;офис АЭР;;
1035;АЭР;19.02.18;Глобус ТО;Техсопровождение;Стечкин;неокончено;офис АЭР;;
1036;ЭА;19.02.18;ЗГАЭС-2;ПИР;ПОС;неокончено;офис АЭР;;
1037;АЭР;19.02.18;Ростелеком;Техсопровождение;Ногинск;неокончено;офис АЭР;;
1038;АЭР;19.02.18; -;СРО;специалист в НОСТРОЙ;неокончено;офис АЭР;;
1039;АЭР;19.02.18;НМОУ;ПИР;Техусловия;неокончено;офис АЭР;;
1040;АЭР;20.02.18;СК Энергосбыт;Техсопровождение;нет данных;ок;офис АЭР;;нет данных Селеста
1041;АЭР;20.02.18;НМОУ;ПИР;ревизия АТХ;неокончено;офис АЭР;;
1042;АЭР;20.02.18;Т Плюс Самарский;Расчеты; -;неокончено;офис АЭР;;
1043;АЭР;21.02.18;СК Энергосбыт;Техсопровождение;нет данных;ок;офис АЭР;;нет данных Селеста
1044;АЭР;25.02.18;СК Энергосбыт;Техсопровождение;нет данных;ок;офис АЭР;;нет данных ВЭЛЗ
1045;ЭУ;22.02.18; -;Реорганизация;Юристы;ок;офис АЭР;;
1046;ЭА;25.02.18;ЗГАЭС-2;ПИР;ПОС;ок;офис АЭР;;
1047;АЭР;26.02.18; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
1048;АЭР;26.02.18; -;Ревизия дел; -;ок;офис АЭР;;
1049;ЭА;26.02.18; -;Реорганизация;Документы;неокончено;офис АЭР;;
1050;ЭА;26.02.18;ЗГАЭС-2;ПИР;замечания к РД;ок;офис АЭР;;
1051;АЭР;26.02.18;НМОУ;ПИР;Техусловия;неокончено;офис АЭР;;
1052;АЭР;26.02.18;НМОУ;ПИР;ЭС2;неокончено;офис АЭР;;
1053;АЭР;27.02.18;НМОУ;ПИР; -;неокончено;офис АЭР;;
1054;АЭР;27.02.18;АНХК;ПИР;Схемы;неокончено;офис АЭР;;
1055;АЭР;27.02.18;СК Энергосбыт;Техсопровождение;закрытие месяца;неокончено;офис АЭР;;
1056;АЭР;27.02.18; -; -; -;ок;офис АЭР;;
1057;АЭР;28.02.18;НМОУ;ПИР;пересмотр задачи;неокончено;офис АЭР;;
1058;АЭР;28.02.18;СК Энергосбыт;Техсопровождение;нет опроса;ок;офис АЭР;;
1059;ЭА;28.02.18;ЗГАЭС-2;ПИР;замечания к РД;ок;офис АЭР;;
1060;АЭР;28.02.18; -; -; -;ок;офис АЭР;;
1061;КВБ;28.02.18;Компоненты;ОКР;ТЗ;ок;офис АЭР;;
1062;АЭР;01.03.18;СК Энергосбыт;Техсопровождение;отчеты;ок;офис АЭР;;
1063;АЭР;01.03.18; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
1064;АЭР;01.03.18; -; -; -;ок;офис АЭР;;
1065;АЭР;02.03.18;СК Энергосбыт;МНР;замена SIM;неокончено;офис АЭР;;
1066;АЭР;02.03.18;НМОУ;ПИР;пересмотр задачи;неокончено;офис АЭР;;
1067;АЭР;02.03.18; -;Маркетинг;Анализ конкурсов;ок;офис АЭР;;
1068;АЭР;02.03.18;АНХК;ПИР;Схемы;ок;офис АЭР;;
1069;ЭА;04.03.18;ЗГАЭС-2;ПИР;замечания к ТРП;ок;офис АЭР;;
1070;АЭР;05.03.18;Глобус ТО;Техсопровождение;Владимир ПО главному энергетику;ок;офис АЭР;;
1071;ЭА;05.03.18;ЗГАЭС-2;ПИР;Программа ПНР;неокончено;офис АЭР;;
1072;АЭР;05.03.18;Саратовская ТЭЦ-5;Конкурс; -;неокончено;офис АЭР;;
1073;АЭР;05.03.18; -; -; -;ок;офис АЭР;;
1074;АЭР;06.03.18;Саратовская ТЭЦ-5;Конкурс; -;неокончено;офис АЭР;;
1075;АЭР;06.03.18;Пензенская ТЭЦ-1;Конкурс; -;неокончено;офис АЭР;;
1076;АЭР;06.03.18;СК Энергосбыт;Сдача работ;Документы;ок;офис АЭР;;
1077;АЭР;06.03.18;НМОУ;ПИР;Выбор экономичного варианта;неокончено;офис АЭР;;
1078;АЭР;06.03.18; -; -; -;ок;офис АЭР;;
1079;АЭР;07.03.18; -;Обслуживание офиса;Леруа;ок;командировка;;
1080;ПЭ;07.03.18;ЭАК ОЭК;Расчеты; -;неокончено;командировка;;
1081;ПЭ;07.03.18;ЭАК ОЭК;Расчеты; -;ок;офис АЭР;;
1082;АЭР;07.03.18; -; -; -;ок;офис АЭР;;
1083;КВБ;09.03.18;Заточка;ОКР;Техническое решение;неокончено;офис АЭР;;
1084;ЭА;09.03.18;ЗГАЭС-2;ПИР;замечания к РД;ок;офис АЭР;;
1085;АЭР;12.03.18;СК ЭС РТК;ТКП; -;неокончено;офис АЭР;;
1086;АЭР;12.03.18;НМОУ;Договор;Увеличение разрешенной мощности;неокончено;офис АЭР;;
1087;АЭР;12.03.18; -;СРО; -;неокончено;офис АЭР;;
1088;АЭР;12.03.18; -;ЭП; -;неокончено;офис АЭР;;
1089;ЭА;12.03.18;ЗГАЭС-2;ПИР;замечания к РД;ок;офис АЭР;;
1090;АЭР;12.03.18; -; -; -;ок;офис АЭР;;
1091;ЭА;13.03.18;ЗГАЭС-2;ПИР;замечания к РД;ок;офис АЭР;;
1092;АЭР;13.03.18; -; -; -;ок;офис АЭР;;
1093;АЭР;14.03.18;Т Плюс Самарский;Расчеты; -;ок;командировка;;
1094;ЭУ;15.03.18; -;Реорганизация; -;неокончено;командировка;;
1095;АЭР;16.03.18;Пензенская ТЭЦ-1;Конкурс; -;неокончено;офис АЭР;;
1096;АЭР;16.03.18;СК Энергосбыт;Техсопровождение; -;ок;офис АЭР;;
1097;ЭА;16.03.18;ЗГАЭС-2;ПИР; -;ок;офис АЭР;;
1098;АЭР;16.03.18; -; -; -;ок;офис АЭР;;
1099;АЭР;19.03.18; -; -; -;ок;офис АЭР;;
1100;АЭР;19.03.18; -;СРО;Документы;неокончено;офис АЭР;;
1101;АЭР;19.03.18; -;Сборка;Ревизия;неокончено;офис АЭР;;
1102;АЭР;19.03.18;СК Энергосбыт;Техсопровождение; -;ок;офис АЭР;;
1103;АЭР;19.03.18;НМОУ;ПИР;Техническое решение;неокончено;офис АЭР;;
